gpx_file,relive_id,relive_url,name,video_url,cover_photo,blog_url
2025-01-01 134356 Iglica Gorjuše__20250101_1343.gpx,1209416975,https://www.relive.com/view/vLqe2gVGLdv,"Iglica, Galetovec",https://video.relive.com/e7335ff7267d-5c6a-bcb4-b762-8c816e84_relive_1736972123602.mp4,https://ua.relive.cc/17271464/IMG20250101151917.jpg_1735741157329.jpg,https://matejlangus.github.io/map/posts/2025/01/iglica-galetovec/index.html
2025-07-13 133856 Krvavec__20250713_1338.gpx,1296187585,https://www.relive.com/view/vQvxWoW2z9q,Krvavec,https://video.relive.com/4913c4abe169-95eb-da94-46f4-e0be29e2_relive_1752434979825.mp4,https://ua.relive.cc/17271464/IMG20250713162406.jpg_1752416646704.jpg,https://matejlangus.github.io/map/posts/2025/07/krvavec/index.html
2023-01-14 054001 Kofce gora Kladivo zima__20230114_0540.gpx,1112377935,https://www.relive.com/view/vLqexEPzJd6,Kladivo,https://video.relive.com/3d59391a47aa-1caa-a164-f947-abb7f483_relive_1765216574900.mp4,https://ua.relive.cc/17271464/20230114_085830.jpg_1673683110000.jpg,https://matejlangus.github.io/map/posts/2023/01/kladivo/index.html
2023-07-28 050010 Jalovec__20230728_0500.gpx,964552707,https://www.relive.com/view/vYvrV9yAmxv,Jalovec,https://video.relive.com/66755485101_relive_1765221970156.mp4,https://ua.relive.cc/17271464/20230728_090234.jpg_1690527753000.jpg,https://matejlangus.github.io/map/posts/2023/07/jalovec/index.html
2022-10-02 060930 Ljubeljščica Možje Palec Zelenjak Vrtača uvodna AO__20221002_0609.gpx,895560977,https://www.relive.com/view/vDqgeon7LVO,"Na Možeh, Palec, Zelenjak, Vrtača",https://video.relive.com/48270514101_relive_1765229075245.mp4,https://ua.relive.cc/17271464/20221002_091116.jpg_1664694674000.jpg,https://matejlangus.github.io/map/posts/2022/10/na-mozeh-palec-zelenjak-vrtaca/index.html
"2024-08-31 144707 zvonička ferata, razgledisce Haj__20240831_1447.gpx",1163176358,https://www.relive.com/view/v26MoDDYr3v,Háj,https://video.relive.com/18f1e4d2a0f2-9689-9a04-9743-6207b93e_relive_1743864325559.mp4,https://ua.relive.cc/17271464/IMG20240831154911.jpg_1725112151911.jpg,https://matejlangus.github.io/map/posts/2024/08/haj/index.html
2022-06-25 084555 Allalinhorn prvi 4000ak__20220625_0845.gpx,898639440,https://www.relive.com/view/vdvm3ZjXPx6,Allalinhorn     🚡&🥾,https://video.relive.com/50066224101_relive_1765226953383.mp4,https://ua.relive.cc/17271464/20220625_114221.jpg_1656150141000.jpg,https://matejlangus.github.io/map/posts/2022/06/allalinhorn/index.html
2025-05-24 061810 Veliki vrh (Križ)__20250524_0618.gpx,1272429524,https://www.relive.com/view/vr63ex41Xdv,Veliki vrh (Križ),https://video.relive.com/1ac8d365ec04-15aa-a254-baa2-815fe579_relive_1764838801534.mp4,https://ua.relive.cc/17271464/IMG20250524081100.jpg_1748067060780.jpg,https://matejlangus.github.io/map/posts/2025/05/veliki-vrh-kriz/index.html
2024-11-17 064329 Monte Zabus__20241117_0643.gpx,1191235716,https://www.relive.com/view/vrqDN3XzyLO,Monte Zâbus,https://video.relive.com/cb0024168ebc-1b5a-1804-e4e1-7e2c3cf3_relive_1743795804961.mp4,https://ua.relive.cc/17271464/IMG20241117130901.jpg_1731845341771.jpg,https://matejlangus.github.io/map/posts/2024/11/monte-zabus/index.html
2022-07-02 050913 Škrlatica Razor__20220702_0509.gpx,898583879,https://www.relive.com/view/v1Ow9yg7YXq,"Škrlatica, Razor",https://video.relive.com/72455224101_relive_1765227138728.mp4,https://ua.relive.cc/17271464/VideoCapture_20230326-122237.jpg_1656745018000.jpg,https://matejlangus.github.io/map/posts/2022/07/skrlatica-razor/index.html
2023-04-10 142219 kolo nad Savo do Okroglega__20230410_1422.gpx,905923605,https://www.relive.com/view/vQvxpXAD5Bv,Dobrava nad Savo,https://video.relive.com/20527044101_relive_1765225540701.mp4,https://ua.relive.cc/17271464/20230410_155811.jpg_1681135091080.jpg,https://matejlangus.github.io/map/posts/2023/04/dobrava-nad-savo/index.html
2024-05-02 134737 Möldinger kletersteig__20240502_1347.gpx,1093328646,https://www.relive.com/view/vNOP7Wn73Yv,"Mödlinger Klettersteig, Burg Liechtenstein",https://video.relive.com/29eea19abe36-446a-f124-9572-0c988479_relive_1743796115050.mp4,https://ua.relive.cc/17271464/IMG20240502160247.jpg_1714658567491.jpg,https://matejlangus.github.io/map/posts/2024/05/modlinger-klettersteig-burg-liechtenstein/index.html
2023-05-13 193335 nočna 10ka__20230514_0845.gpx,922793419,https://www.relive.com/view/vRO78wYj5K6,Nočna 10ka,https://video.relive.com/05031284101_relive_1765222913131.mp4,https://ua.relive.cc/17271464/20230513_201848.jpg_1684001926000.jpg,https://matejlangus.github.io/map/posts/2023/05/nocna-10ka/index.html
2022-04-18 101136 Rupnikova linija Hrastov gričGoli vrh Sv. trije kralji kolo__20220418_1011.gpx,900417865,https://www.relive.com/view/vE6JXkoPpxv,Rupnikova linija 🚲&🥾,https://video.relive.com/32860724101_relive_1765227149539.mp4,https://ua.relive.cc/17271464/20220418_124448.jpg_1650278687000.jpg,https://matejlangus.github.io/map/posts/2022/04/rupnikova-linija/index.html
2023-04-28 164411 Dorgali__20230428_1644.gpx,917271053,https://www.relive.com/view/vMv8B2LzrN6,Dorgali,https://video.relive.com/27695864101_relive_1764671589307.mp4,https://ua.relive.cc/17271464/20230428_170612.jpg_1682694370000.jpg,
2022-01-02 072225 Dobrač z derezami zima__20220102_0722.gpx,906877783,https://www.relive.com/view/vKv2QLYeEoq,Dobratsch,https://video.relive.com/74150344101_relive_1765225447976.mp4,https://ua.relive.cc/17271464/20220102_091355.jpg_1641111233000.jpg,https://matejlangus.github.io/map/posts/2022/01/dobratsch/index.html
2022-10-10 170041 ferata mojstrana modra__20221010_1700.gpx,895560975,https://www.relive.com/view/vLqeJ5MGLdv,Grančišče (Aljaževa ferata),https://video.relive.com/58270514101_relive_1765229099213.mp4,https://ua.relive.cc/17271464/20221010_171348.jpg_1665414826000.jpg,
2021-11-06 165217 Utrdba Hansel__20211106_1652.gpx,907269613,https://www.relive.com/view/vMv8B9r51N6,Forte Hensel,https://video.relive.com/97610444101_relive_1765224719963.mp4,https://ua.relive.cc/17271464/20211106_165116.jpg_1636213874000.jpg,https://matejlangus.github.io/map/posts/2021/11/forte-hensel/index.html
2022-04-13 163820 Direkt nad grad Kamen__20220413_1638.gpx,1031307355,https://www.relive.com/view/vMq53ByEd8O,Grad Kamen (razgled),https://video.relive.com/08449157101_relive_1765219719125.mp4,https://ua.relive.cc/17271464/20220413_170106.jpg_1649862065000.jpg,https://matejlangus.github.io/map/posts/2022/04/grad-kamen-razgled/index.html
2022-02-08 074443 Raduha zima__20220208_0744.gpx,905629888,https://www.relive.com/view/vevYJPwkrJO,Raduha,https://video.relive.com/93400044101_relive_1765225564232.mp4,https://ua.relive.cc/17271464/20220208_105816.jpg_1644314295000.jpg,https://matejlangus.github.io/map/posts/2022/02/raduha/index.html
2024-10-06 074451 Nanos__20241006_0744.gpx,1172620964,https://www.relive.com/view/vr63gXJAdd6,Nanos,https://video.relive.com/e349c9d64495-1399-2a84-93ff-216a7c59_relive_1743794299548.mp4,https://ua.relive.cc/17271464/IMG20241006085736.jpg_1728197856921.jpg,https://matejlangus.github.io/map/posts/2024/10/nanos/index.html
2024-09-11 121721 Gelsotstksny ferata__20240911_1217.gpx,1163176304,https://www.relive.com/view/vmqX9GG7NLv,Felsőtárkányi via ferrata,https://video.relive.com/f88ebccaae77-1b1b-c3a4-e674-15cb78d3_relive_1743794766526.mp4,https://ua.relive.cc/17271464/IMG20240911124101.jpg_1726051261848.jpg,https://matejlangus.github.io/map/posts/2024/09/felsotarkanyi-via-ferrata/index.html
2023-04-27 103001 Tavolara ferata Delgi angeli__20230427_1030.gpx,917451535,https://www.relive.com/view/vLqeJAdkJdv,Porto San Paolo - Tavolara,https://video.relive.com/78369864101_relive_1765223003273.mp4,https://ua.relive.cc/17271464/20230427_102234.jpg_1682583753000.jpg,https://matejlangus.github.io/map/posts/2023/04/porto-san-paolo-tavolara/index.html
2022-03-13 070415 Travnik čez Plazje iz Belopeških jezer__20220313_0704.gpx,903265745,https://www.relive.com/view/vQvxpYXmV9v,Travnik (Plazje),https://video.relive.com/55461434101_relive_1765226306795.mp4,https://ua.relive.cc/17271464/20220313_104752.jpg_1647164872032.jpg,https://matejlangus.github.io/map/posts/2022/03/travnik-plazje/index.html
2023-08-13 034448 Triglav__20230813_0344.gpx,972804216,https://www.relive.com/view/vrqDY1Bz3wv,"Triglav, Mala Zelnarica, Velika in Mala Tičarica",https://video.relive.com/68465406101_relive_1765221759071.mp4,https://ua.relive.cc/17271464/IMG20230813051051.jpg_1691896251250.jpg,https://matejlangus.github.io/map/posts/2023/08/triglav-mala-zelnarica-velika-in-mala-ticarica/index.html
2023-08-15 052806 Brinov vrh Šplevta Veliki Oltar bivak II__20230815_0528.gpx,973558266,https://www.relive.com/view/veqzoLQPj7v,Veliki Oltar,https://video.relive.com/46803606101_relive_1765221718805.mp4,https://ua.relive.cc/17271464/IMG20230815094615.jpg_1692085575641.jpg,https://matejlangus.github.io/map/posts/2023/08/veliki-oltar/index.html
2022-12-26 122140 soteska Noce__20221226_1221.gpx,893849420,https://www.relive.com/view/vXOnK3wXm56,Val di Non,https://video.relive.com/50008014101_relive_1765230628661.mp4,https://ua.relive.cc/17271464/20221226_122622.jpg_1672053979000.jpg,https://matejlangus.github.io/map/posts/2022/12/val-di-non/index.html
2022-05-12 183232 Škrbina ferajn__20220512_1832.gpx,899711992,https://www.relive.com/view/vYvE3kPQQw6,Škrbina 🥾&🚲,https://video.relive.com/51253524101_relive_1765226695167.mp4,https://ua.relive.cc/17271464/20220512_183208.jpg_1652373126000.jpg,https://matejlangus.github.io/map/posts/2022/05/skrbina/index.html
2022-08-15 123739 Panorama Roßfeldstrasse__20220815_1237.gpx,897489423,https://www.relive.com/view/v4OG9X5xK5q,Roßfeld,https://video.relive.com/17728914101_relive_1765228056459.mp4,https://ua.relive.cc/17271464/20220815_123625.jpg_1660559785000.jpg,https://matejlangus.github.io/map/posts/2022/08/rossfeld/index.html
2022-03-21 164648 Vrh nad gradom Kamen__20220321_1646.gpx,903265741,https://www.relive.com/view/v7O954rLwLO,Nad grad Kamen,https://video.relive.com/35461434101_relive_1765226319445.mp4,https://ua.relive.cc/17271464/20220321_164335.jpg_1647877414000.jpg,https://matejlangus.github.io/map/posts/2022/03/nad-grad-kamen/index.html
2025-05-18 081158 Ljubelj__20250518_0811.gpx,1272429535,https://www.relive.com/view/vLqe9VDymdq,Ljubelj,https://video.relive.com/9692f86db6bc-e0fa-d844-3cbd-2b3aa264_relive_1750098966070.mp4,https://ua.relive.cc/17271464/IMG20250518094437.jpg_1747554277074.jpg,https://matejlangus.github.io/map/posts/2025/05/ljubelj/index.html
2022-07-19 062801 Ferate Tofama di Mezzo__20220719_0628.gpx,897885706,https://www.relive.com/view/vNOP48G5K2O,"Tofana di Mezzo, Tofana di Dentro",https://video.relive.com/33308024101_relive_1765227397267.mp4,https://ua.relive.cc/17271464/20220719_092721.jpg_1658215640000.jpg,https://matejlangus.github.io/map/posts/2022/07/tofana-di-mezzo-tofana-di-dentro/index.html
2023-07-15 065313 Panorama della Vetta__20230715_0653.gpx,956277618,https://www.relive.com/view/v26M7zy1eEv,"Panoramica delle Vette, Monte Crostis",https://video.relive.com/92126465101_relive_1765222154226.mp4,https://ua.relive.cc/17271464/20230715_110908.jpg_1689412147097.jpg,https://matejlangus.github.io/map/posts/2023/07/panoramica-delle-vette-monte-crostis/index.html
2023-02-02 135002 Sankanje Ljubelj__20230202_1350.gpx,893418025,https://www.relive.com/view/vE6JXBKGYxv,Sankanje Ljubelj,https://video.relive.com/73067904101_relive_1765230417269.mp4,https://ua.relive.cc/17271464/20230202_144538_001.jpg_1675345537092.jpg,https://matejlangus.github.io/map/posts/2023/02/sankanje-ljubelj/index.html
2024-12-07 060540 Virnikov Grintovec__20241207_0605.gpx,1198480212,https://www.relive.com/view/vYvEno52jGO,Virnikov Grintovec,https://video.relive.com/4aae567cca3e-9479-e794-7306-9405c606_relive_1743624006923.mp4,https://ua.relive.cc/17271464/IMG20241207073326.jpg_1733553206729.jpg,https://matejlangus.github.io/map/posts/2024/12/virnikov-grintovec/index.html
"2024-07-08 171028 Stegovniški slap, Mali juhej__20240708_1710.gpx",1126227928,https://www.relive.com/view/vAOZw3A7ko6,Stegovniški slap 🚲&🥾,https://video.relive.com/fafc7c9287b2-0788-87a4-415e-31cb5188_relive_1765216073380.mp4,https://ua.relive.cc/17271464/IMG20240708175927.jpg_1720454367190.jpg,https://matejlangus.github.io/map/posts/2024/07/stegovniski-slap/index.html
2021-09-18 073658 Ferata Sauleck in Schneewinkelspitze__20210918_0736.gpx,1031971243,https://www.relive.com/view/vKv2n4RxZ4v,"Säuleck, Schneewinkelspitze",https://video.relive.com/12305357101_relive_1765219556197.mp4,https://ua.relive.cc/17271464/20210918_123245.jpg_1631961165000.jpg,https://matejlangus.github.io/map/posts/2021/09/sauleck-schneewinkelspitze/index.html
2025-10-25 053951 Vošca__20251025_0539.gpx,1347363316,https://www.relive.com/view/vrqDXdyVzLq,Vošca,https://video.relive.com/874fd68473f6-9808-c494-1642-1b2a9e67_relive_1762202155174.mp4,https://ua.relive.cc/17271464/IMG20251025070509_1761368709230.jpg,https://matejlangus.github.io/map/posts/2025/10/vosca/index.html
2022-04-17 135854 Brezpotje Begunje Dobrča__20220417_1358.gpx,1031307359,https://www.relive.com/view/vRO7eGmgdyq,Mlečnica,https://video.relive.com/38449157101_relive_1765219620858.mp4,https://ua.relive.cc/17271464/20220417_141831.jpg_1650197911000.jpg,https://matejlangus.github.io/map/posts/2022/04/mlecnica/index.html
2023-09-15 083437 kanjon Pollischelu__20230915_0834.gpx,1020220636,https://www.relive.com/view/vdORQLepRrv,Cascades de Polischellu,https://video.relive.com/40865427101_relive_1765220875035.mp4,https://ua.relive.cc/17271464/IMG20230915105256.jpg_1694767976308.jpg,https://matejlangus.github.io/map/posts/2023/09/cascades-de-polischellu/index.html
2022-08-01 051322 Viš ferata Gola NE krog__20220801_0513.gpx,897489453,https://www.relive.com/view/vMv8B7mGoN6,Viš,https://video.relive.com/58728914101_relive_1765227700569.mp4,https://ua.relive.cc/17271464/20220801_063514.jpg_1659328512000.jpg,https://matejlangus.github.io/map/posts/2022/08/vis/index.html
"2024-05-18 062439 Akle, Starec__20240518_0624.gpx",1101584029,https://www.relive.com/view/vXvLy45yx7O,"Akle, Starec",https://video.relive.com/a5c06e74e007-4b89-e334-ea9c-f7651e00_relive_1764610169626.mp4,https://ua.relive.cc/17271464/IMG20240518105420.jpg_1716022460868.jpg,https://matejlangus.github.io/map/posts/2024/05/akle-starec/index.html
2022-01-09 141324 Hudi graben Dobrča sneg__20220109_1413.gpx,906877790,https://www.relive.com/view/v36A3AxE2Zv,Koča na Dobrči,https://video.relive.com/55150344101_relive_1765225348906.mp4,https://ua.relive.cc/17271464/20220109_152254.jpg_1641738174046.jpg,https://matejlangus.github.io/map/posts/2022/01/koca-na-dobrci/index.html
2022-09-08 070829 Meteora krog po vrhovih in samostanih __20220908_0608.gpx,895786644,https://www.relive.com/view/vmqXBp8jjoO,Meteora,https://video.relive.com/59356514101_relive_1765228832785.mp4,https://ua.relive.cc/17271464/20220908_090820.jpg_1662617300000.jpg,https://matejlangus.github.io/map/posts/2022/09/meteora/index.html
"2024-07-21 061635 Mojstrovke, Travnik__20240721_0616.gpx",1133183856,https://www.relive.com/view/vrqDNz37LwO,"Mojstrovke, Travnik, Šite",https://video.relive.com/e23ec40efb18-df08-1024-4442-de8ed14b_relive_1751820014780.mp4,https://ua.relive.cc/17271464/IMG20240721095404.jpg_1721548444242.jpg,https://matejlangus.github.io/map/posts/2024/07/mojstrovke-travnik-site/index.html
2022-09-12 124818 Theth slap in modro oko__20220912_1248.gpx,895786693,https://www.relive.com/view/vMv8BZoxwN6,Theth,https://video.relive.com/41456514101_relive_1765228551541.mp4,https://ua.relive.cc/17271464/20220912_155214.jpg_1662990734029.jpg,https://matejlangus.github.io/map/posts/2022/09/theth/index.html
2025-05-03 061942 Perunika__20250503_0619.gpx,1263570977,https://www.relive.com/view/vDqg2z9xNV6,Perunika,https://video.relive.com/53b7ac185597-2e28-d884-60dc-d07605ec_relive_1746985808158.mp4,https://ua.relive.cc/17271464/IMG20250503080646.jpg_1746252406256.jpg,https://matejlangus.github.io/map/posts/2025/05/perunika/index.html
2023-01-22 100142 Tek na smučeh Lom__20230122_1001.gpx,893438435,https://www.relive.com/view/vLqeJyrrZRv,Grahovše,https://video.relive.com/31987904101_relive_1765212662842.mp4,,https://matejlangus.github.io/map/posts/2023/01/grahovse/index.html
2023-09-13 081519 Roccapina__20230913_0815.gpx,1020220652,https://www.relive.com/view/vYvEKD1zVG6,Roccapina,https://video.relive.com/41865427101_relive_1765220552009.mp4,https://ua.relive.cc/17271464/IMG20230913083015.jpg_1694586615243.jpg,https://matejlangus.github.io/map/posts/2023/09/roccapina/index.html
2023-05-20 095129 Ferata Palma Matajur__20230520_0951.gpx,930597407,https://www.relive.com/view/vYvrVD7EYLv,Matajur,https://video.relive.com/17534105101_relive_1765222937357.mp4,https://ua.relive.cc/17271464/20230520_130706.jpg_1684580826000.jpg,https://matejlangus.github.io/map/posts/2023/05/matajur/index.html
"2025-04-29 173040 Omiš, ferata Fortica__20250429_1730.gpx",1263570957,https://www.relive.com/view/vrqojz4wZK6,Fortica,https://video.relive.com/b257e5900601-24db-c884-be18-aa0c6ca5_relive_1746732246418.mp4,https://ua.relive.cc/17271464/IMG20250429175612.jpg_1745942172881.jpg,https://matejlangus.github.io/map/posts/2025/04/fortica/index.html
2022-08-13 065641 Ferata Hochkönig__20220813_0656.gpx,897489425,https://www.relive.com/view/vE6JXrMYWxv,Hochkönig,https://video.relive.com/07728914101_relive_1765228026169.mp4,https://ua.relive.cc/17271464/20220813_122849.jpg_1660386529000.jpg,https://matejlangus.github.io/map/posts/2022/08/hochkonig/index.html
2024-01-13 080003 Steinnock__20240113_0800.gpx,1041569417,https://www.relive.com/view/vrqo5rBD9yO,"Steinnock, Falkertköpfl",https://video.relive.com/77173677101_relive_1765219350607.mp4,https://ua.relive.cc/17271464/IMG20240113112217.jpg_1705141337286.jpg,https://matejlangus.github.io/map/posts/2024/01/steinnock-falkertkopfl/index.html
"2024-06-16 143401 Potočnikova planina, Begunjska Vrtača__20240616_1434.gpx",1114387777,https://www.relive.com/view/vDqgrR22AV6,Begunjska Vrtača 🚲&🥾,https://video.relive.com/0db81aad316b-cf39-8054-be5e-e33cca85_relive_1765216529382.mp4,https://ua.relive.cc/17271464/IMG20240616172502.jpg_1718551502047.jpg,https://matejlangus.github.io/map/posts/2024/06/begunjska-vrtaca/index.html
"2024-02-17 054859 Vitranc, Ciprnik in Visoka peč__20240217_0548.gpx",1056446209,https://www.relive.com/view/vPv4VZ9gER6,Visoka peč,https://video.relive.com/68662318101_relive_1765217399317.mp4,https://ua.relive.cc/17271464/IMG20240217090347.jpg_1708157027834.jpg,https://matejlangus.github.io/map/posts/2024/02/visoka-pec/index.html
"2024-07-26 055357 Schiara, Pelf__20240726_0553.gpx",1139391259,https://www.relive.com/view/vRO79nGy7Kq,"Schiara, Pelf",https://video.relive.com/60ede8b09304-af5b-0bd4-261f-193ef11f_relive_1765214726361.mp4,https://ua.relive.cc/17271464/IMG20240726144456.jpg_1721997896063.jpg,https://matejlangus.github.io/map/posts/2024/07/schiara-pelf/index.html
2023-08-19 051942 Pelmo__20230819_0519.gpx,977553304,https://www.relive.com/view/vmqXwAk3gL6,Pelmo,https://video.relive.com/84700616101_relive_1764520748965.mp4,https://ua.relive.cc/17271464/IMG20230819092505.jpg_1692429905511.jpg,https://matejlangus.github.io/map/posts/2023/08/pelmo/index.html
2024-11-16 054139 Kukova špica__20241116_0541.gpx,1191180820,https://www.relive.com/view/vXOnkDAKB56,Kukova špica,https://video.relive.com/f84e02ca57c9-310a-7674-99b0-355ffcda_relive_1743795899618.mp4,https://ua.relive.cc/17271464/IMG20241116103915.jpg_1731749955056.jpg,https://matejlangus.github.io/map/posts/2024/11/kukova-spica/index.html
2022-07-13 145836 ie loka z avtom domov__20220713_1458.gpx,897885718,https://www.relive.com/view/v26MrAnEV3q,Kranj - Tržič,https://video.relive.com/83308024101_relive_1765227279019.mp4,,https://matejlangus.github.io/map/posts/2022/07/kranj-trzic/index.html
2022-11-13 064828 Konjski Špik__20221113_0648.gpx,894265404,https://www.relive.com/view/vmqXBpJRRoO,"Monte Cavallo di Pontebba, Creta di Rio Secco",https://video.relive.com/48977114101_relive_1765229690541.mp4,https://ua.relive.cc/17271464/20221113_101251.jpg_1668330771003.jpg,https://matejlangus.github.io/map/posts/2022/11/monte-cavallo-di-pontebba-creta-di-rio-secco/index.html
2025-02-23 123257 Medvode__20250223_1232.gpx,1229550819,https://www.relive.com/view/vRO7Zw91eKv,Medvode,https://video.relive.com/772dc469aa29-06b8-61d4-1bc5-70c2c2fb_relive_1740340873075.mp4,https://ua.relive.cc/17271464/IMG20250223142320.jpg_1740317000584.jpg,https://matejlangus.github.io/map/posts/2025/02/medvode/index.html
2023-01-29 090939 Tek na smučeh Bohinjska Bistrica__20230129_0909.gpx,893432603,https://www.relive.com/view/vKv2QzBAG4q,Bohinjska Bistrica,https://video.relive.com/05087904101_relive_1765230382924.mp4,https://ua.relive.cc/17271464/20230129_104737.jpg_1674985657011.jpg,https://matejlangus.github.io/map/posts/2023/01/bohinjska-bistrica/index.html
2022-06-14 150640 kolesarjenje IE Škofja   Loka__20220614_1506.gpx,898639445,https://www.relive.com/view/vQvxpy3zoBv,Okrog Lubnika,https://video.relive.com/60066224101_relive_1765226885666.mp4,https://ua.relive.cc/17271464/20220614_183854.jpg_1655224733000.jpg,https://matejlangus.github.io/map/posts/2022/06/okrog-lubnika/index.html
2023-09-10 090908 Ajaccio__20230910_0909.gpx,1020220671,https://www.relive.com/view/vJOKZBeymwv,Ajaccio,https://video.relive.com/62865427101_relive_1765220322448.mp4,https://ua.relive.cc/17271464/IMG20230910092400.jpg_1694330640361.jpg,https://matejlangus.github.io/map/posts/2023/09/ajaccio/index.html
2021-12-25 112501 Tek na smučeh Bodental__20211225_1125.gpx,907236232,https://www.relive.com/view/vQvy2ymRp4O,Bodental,https://video.relive.com/50559344101_relive_1765224747145.mp4,https://ua.relive.cc/17271464/20211225_134338.jpg_1640436218000.jpg,https://matejlangus.github.io/map/posts/2021/12/bodental/index.html
2022-09-10 153727 sprehod Elbasan__20220910_1437.gpx,895786732,https://www.relive.com/view/vQvy2PAM8KO,Elbasan,,https://ua.relive.cc/17271464/20220910_184041.jpg_1662828041000.jpg,https://matejlangus.github.io/map/posts/2022/09/elbasan/index.html
2023-12-26 121725 Bled__20231226_1217.gpx,1034030004,https://www.relive.com/view/vmqX318yQo6,Bled,https://video.relive.com/35322857101_relive_1765219527521.mp4,https://ua.relive.cc/17271464/IMG20231226135234.jpg_1703595154731.jpg,https://matejlangus.github.io/map/posts/2023/12/bled/index.html
2023-06-13 165819 Dobrča__20230613_1658.gpx,939307571,https://www.relive.com/view/vJOKZ2mWZ5v,Dobrča,https://video.relive.com/50061325101_relive_1765132256077.mp4,https://ua.relive.cc/17271464/20230613_183017.jpg_1686673816000.jpg,https://matejlangus.github.io/map/posts/2023/06/dobrca/index.html
"2025-05-01 064209 Krjava, Vošac__20250501_0642.gpx",1263570967,https://www.relive.com/view/vwq1ezDgZBq,"Krjava, Vošac",https://video.relive.com/3c41adfcbc44-742a-b924-b0b3-f2b2ec86_relive_1746984533440.mp4,https://ua.relive.cc/17271464/IMG20250501133130.jpg_1746099090001.jpg,https://matejlangus.github.io/map/posts/2025/05/krjava-vosac/index.html
2023-06-17 061757 Jof di Dogna pot bataljona__20230617_0617.gpx,941962616,https://www.relive.com/view/vrqDYA5d3wv,"Cuel dai Pez, Jof di Dogna, Monte Schenone",https://video.relive.com/61408925101_relive_1765222435740.mp4,https://ua.relive.cc/17271464/20230617_103655.jpg_1686991014000.jpg,https://matejlangus.github.io/map/posts/2023/06/cuel-dai-pez-jof-di-dogna-monte-schenone/index.html
"2024-03-02 073159 Seenock, Königstuhl__20240302_0731.gpx",1062606761,https://www.relive.com/view/vxOQjxAQQM6,"Seenock, Königstuhl",https://video.relive.com/63385828101_relive_1765217374522.mp4,https://ua.relive.cc/17271464/IMG20240302091417.jpg_1709367257662.jpg,https://matejlangus.github.io/map/posts/2024/03/seenock-konigstuhl/index.html
2022-07-06 132358 Kalški greben__20220706_1323.gpx,897885695,https://www.relive.com/view/vMq5jDJPYQv,Kalški greben,https://video.relive.com/03308024101_relive_1765227446955.mp4,https://ua.relive.cc/17271464/20220706_145429.jpg_1657112067000.jpg,https://matejlangus.github.io/map/posts/2022/07/kalski-greben/index.html
2021-09-23 073330 Rjavina__20210923_0733.gpx,910180597,https://www.relive.com/view/vrqo39ERBKq,"Vrbanove špice, Rjavina",https://video.relive.com/82299054101_relive_1765223829667.mp4,https://ua.relive.cc/17271464/20210923_142316.jpg_1632399796000.jpg,https://matejlangus.github.io/map/posts/2021/09/vrbanove-spice-rjavina/index.html
2024-09-11 134027 Eger__20240911_1340.gpx,1163176308,https://www.relive.com/view/vevYpGGnoyq,Eger,https://video.relive.com/c132f2785cb5-bef8-2994-d2ad-0bfa6417_relive_1743794677694.mp4,https://ua.relive.cc/17271464/IMG20240911151121.jpg_1726060281026.jpg,https://matejlangus.github.io/map/posts/2024/09/eger/index.html
2023-04-02 065903 Pristovški Storžič__20230402_0659.gpx,901734152,https://www.relive.com/view/vYvE3wK87w6,Kärntner Storschitz,https://video.relive.com/03082034101_relive_1765226421553.mp4,https://ua.relive.cc/17271464/20230402_082753.jpg_1680416873077.jpg,https://matejlangus.github.io/map/posts/2023/04/karntner-storschitz/index.html
2022-03-06 080031 Žleb iz Bodentala__20220306_0800.gpx,1031307356,https://www.relive.com/view/vrqDpz8AmLq,Žleb,https://video.relive.com/18449157101_relive_1765219702646.mp4,https://ua.relive.cc/17271464/20220306_102953.jpg_1646558993040.jpg,https://matejlangus.github.io/map/posts/2022/03/zleb/index.html
2022-10-16 054820 Ojstrica Planjava Repov kot__20221016_0548.gpx,895560956,https://www.relive.com/view/vrqDgjMQEL6,"Lučki Dedec, Ojstrica, Planjava",https://video.relive.com/07270514101_relive_1765229343694.mp4,https://ua.relive.cc/17271464/20221016_092345.jpg_1665905024000.jpg,https://matejlangus.github.io/map/posts/2022/10/lucki-dedec-ojstrica-planjava/index.html
"2025-06-29 044702 Feldseekopf, Vorder Geißlkopf__20250629_0447.gpx",1289898013,https://www.relive.com/view/vMv8Lm9xGNv,Vorder Geißlkopf,https://video.relive.com/2701acd3839e-fd2a-4e54-95db-ad345ff8_relive_1751311994497.mp4,https://ua.relive.cc/17271464/IMG20250629132001.jpg_1751196001797.jpg,https://matejlangus.github.io/map/posts/2025/06/vorder-geisslkopf/index.html
2025-10-28 055448 Polovnik__20251028_0554.gpx,1347355995,https://www.relive.com/view/vMq5RWwrK8v,greben Polovnika,https://video.relive.com/c223a220802b-e8ea-6194-2b44-869cff4f_relive_1762195933431.mp4,https://ua.relive.cc/17271464/IMG20251028105821.jpg_1761645501842.jpg,https://matejlangus.github.io/map/posts/2025/10/greben-polovnika/index.html
